task_id,task_name,assigned_to,department,priority,status,created_date,due_date,estimated_hours,actual_hours,tags,days_to_deadline,task_month,task_weekday,is_overdue
4612,Prepare deployment scripts,Frank,UI/UX,Low,In Progress,2025-08-02,2025-08-14,10,,"setup, feedback, alert",12,8,Saturday,1
4613,Fix bug in login module,Eve,Frontend,Medium,Completed,2025-04-27,2025-05-13,12,7.0,"optimization, backend, payment",16,4,Sunday,0
4614,Create dashboard UI,Grace,UI/UX,High,In Progress,2025-09-27,2025-10-05,15,,dashboard,8,9,Saturday,1
4615,Collect user feedback,Frank,DevOps,Medium,In Progress,2025-10-08,2025-10-09,16,,"backend, db, integration",1,10,Wednesday,1
4616,Setup CI/CD pipeline,Grace,Backend,Low,In Progress,2025-07-20,2025-07-22,13,,"frontend, backend",2,7,Sunday,1
4617,Implement search functionality,Carol,DevOps,Low,In Progress,2025-06-11,2025-06-28,3,,design,17,6,Wednesday,1
4618,Update mobile app UI,Carol,Frontend,Medium,In Progress,2025-05-01,2025-05-17,6,,testing,16,5,Thursday,1
4619,Analyze user activity data,Frank,Mobile,Medium,Completed,2025-08-08,2025-08-22,13,13.0,optimization,14,8,Friday,0
4620,Conduct code review,Frank,QA,High,In Progress,2025-10-11,2025-10-28,15,,"design, db",17,10,Saturday,1
4621,Create dashboard UI,David,Data,Medium,In Progress,2025-05-31,2025-06-21,8,,"design, dashboard, integration",21,5,Saturday,1
4622,Enhance security for API,Bob,QA,Medium,Pending,2025-05-27,2025-06-06,14,,"testing, dashboard",10,5,Tuesday,1
4623,Design login page,Alice,Backend,Low,In Progress,2025-07-31,2025-08-19,15,,"alert, frontend, integration",19,7,Thursday,1
4624,Write unit tests for backend,Frank,Frontend,Low,Completed,2025-07-17,2025-08-07,14,13.0,setup,21,7,Thursday,0
4625,Setup CI/CD pipeline,Grace,Mobile,Low,In Progress,2025-09-10,2025-09-12,8,,alert,2,9,Wednesday,1
4626,Collect user feedback,Bob,QA,High,In Progress,2025-10-08,2025-10-14,2,,alert,6,10,Wednesday,1
4627,Create marketing landing page,Frank,DevOps,Low,Completed,2025-09-27,2025-10-10,6,5.0,"setup, testing, dashboard",13,9,Saturday,0
4628,Fix bug in login module,Hannah,Data,Medium,Pending,2025-07-05,2025-07-10,3,,setup,5,7,Saturday,1
4629,Prepare deployment scripts,Eve,UI/UX,Medium,In Progress,2025-08-05,2025-08-23,15,,"dashboard, db, frontend",18,8,Tuesday,1
4630,Design login page,Carol,Backend,High,In Progress,2025-07-02,2025-07-13,15,,"backend, testing, frontend",11,7,Wednesday,1
4631,Integrate payment gateway,Carol,UI/UX,Low,In Progress,2025-09-17,2025-09-19,13,,optimization,2,9,Wednesday,1
4632,Setup CI/CD pipeline,Frank,Data,High,In Progress,2025-08-24,2025-08-31,14,,backend,7,8,Sunday,1
4633,Implement user authentication API,Grace,Data,Low,In Progress,2025-05-29,2025-06-16,10,,"integration, frontend, api",18,5,Thursday,1
4634,Develop notification system,Frank,QA,High,In Progress,2025-04-23,2025-05-02,11,,"backend, db, feedback",9,4,Wednesday,1
4635,Enhance security for API,Hannah,DevOps,High,Pending,2025-04-21,2025-05-07,12,,dashboard,16,4,Monday,1
4636,Fix bug in login module,Bob,Backend,High,Pending,2025-05-03,2025-05-18,4,,"setup, backend",15,5,Saturday,1
4637,Develop notification system,Carol,UI/UX,Medium,Pending,2025-04-18,2025-04-25,13,,backend,7,4,Friday,1
4638,Implement user authentication API,Carol,DevOps,Low,Completed,2025-06-29,2025-07-08,5,4.0,"backend, feedback",9,6,Sunday,0
4639,Design login page,Alice,Data,Low,Completed,2025-06-03,2025-06-09,9,3.0,"setup, payment",6,6,Tuesday,0
4640,Prepare deployment scripts,David,UI/UX,Low,Pending,2025-07-20,2025-07-28,7,,"backend, integration, alert",8,7,Sunday,1
4641,Enhance security for API,Eve,Data,Medium,In Progress,2025-05-03,2025-05-23,13,,"frontend, backend",20,5,Saturday,1
4642,Fix bug in login module,Grace,QA,Medium,In Progress,2025-06-11,2025-06-22,16,,integration,11,6,Wednesday,1
4643,Conduct code review,Frank,Frontend,Medium,In Progress,2025-06-19,2025-07-01,9,,deployment,12,6,Thursday,1
4644,Update mobile app UI,Bob,DevOps,High,In Progress,2025-05-13,2025-06-02,15,,"db, integration",20,5,Tuesday,1
4645,Improve page load performance,Hannah,QA,High,Pending,2025-04-29,2025-05-13,16,,"db, design, integration",14,4,Tuesday,1
4646,Update mobile app UI,Bob,Frontend,Medium,Completed,2025-08-05,2025-08-25,8,8.0,"backend, dashboard, deployment",20,8,Tuesday,0
4647,Develop notification system,Bob,Frontend,High,Pending,2025-08-24,2025-09-09,1,,"frontend, integration",16,8,Sunday,1
4648,Deploy application to staging,Alice,UI/UX,Medium,In Progress,2025-06-27,2025-07-04,5,,db,7,6,Friday,1
4649,Enhance security for API,Eve,Backend,High,Completed,2025-07-09,2025-07-14,8,4.0,"optimization, integration",5,7,Wednesday,0
4650,Implement search functionality,Eve,QA,Medium,Completed,2025-04-15,2025-05-01,12,11.0,optimization,16,4,Tuesday,0
4651,Fix bug in login module,David,UI/UX,High,In Progress,2025-04-19,2025-05-04,2,,"testing, db, backend",15,4,Saturday,1
4652,Create marketing landing page,Eve,Frontend,Medium,Completed,2025-07-07,2025-07-21,5,3.0,"testing, setup",14,7,Monday,0
4653,Design login page,Grace,QA,Medium,In Progress,2025-04-27,2025-04-28,3,,setup,1,4,Sunday,1
4654,Update mobile app UI,Hannah,Frontend,High,In Progress,2025-05-23,2025-06-11,6,,dashboard,19,5,Friday,1
4655,Setup CI/CD pipeline,David,UI/UX,High,Pending,2025-06-20,2025-07-06,1,,"db, dashboard",16,6,Friday,1
4656,Prepare deployment scripts,Bob,UI/UX,High,Pending,2025-07-23,2025-07-25,12,,"db, payment",2,7,Wednesday,1
4657,Develop notification system,Carol,Mobile,High,Completed,2025-07-01,2025-07-18,15,9.0,"integration, backend",17,7,Tuesday,0
4658,Write unit tests for backend,David,QA,Medium,Pending,2025-09-08,2025-09-29,8,,"feedback, design, db",21,9,Monday,1
4659,Optimize database queries,Frank,UI/UX,High,In Progress,2025-08-24,2025-08-30,4,,alert,6,8,Sunday,1
4660,Develop notification system,Frank,Frontend,Low,In Progress,2025-04-23,2025-05-02,1,,deployment,9,4,Wednesday,1
4661,Design login page,Carol,DevOps,Low,In Progress,2025-06-09,2025-06-29,2,,"setup, integration, api",20,6,Monday,1
4662,Setup project database,Frank,Data,Medium,Pending,2025-06-23,2025-07-12,11,,"design, integration, deployment",19,6,Monday,1
4663,Develop notification system,Bob,QA,Medium,In Progress,2025-07-27,2025-08-01,12,,"optimization, payment, frontend",5,7,Sunday,1
4664,Write unit tests for backend,Frank,QA,Medium,In Progress,2025-09-18,2025-09-20,5,,"backend, alert, payment",2,9,Thursday,1
4665,Write unit tests for backend,Alice,Mobile,Medium,Pending,2025-05-23,2025-05-31,15,,"design, testing",8,5,Friday,1
4666,Deploy application to staging,Eve,Backend,Medium,In Progress,2025-05-02,2025-05-15,1,,"frontend, integration",13,5,Friday,1
4667,Create marketing landing page,Carol,Frontend,High,Completed,2025-09-15,2025-10-06,3,3.0,alert,21,9,Monday,0
4668,Write unit tests for backend,Carol,Frontend,Medium,Pending,2025-07-14,2025-07-19,8,,"feedback, api",5,7,Monday,1
4669,Implement user authentication API,Bob,DevOps,Medium,Completed,2025-06-22,2025-07-06,12,2.0,"integration, testing",14,6,Sunday,0
4670,Integrate payment gateway,Grace,DevOps,Medium,Completed,2025-06-04,2025-06-18,1,1.0,"alert, backend, setup",14,6,Wednesday,0
4671,Fix bug in login module,Grace,Backend,Low,In Progress,2025-09-15,2025-10-05,1,,"backend, optimization",20,9,Monday,1
4672,Implement user authentication API,Hannah,QA,Medium,In Progress,2025-06-24,2025-07-11,7,,testing,17,6,Tuesday,1
4673,Enhance security for API,Frank,Backend,Medium,In Progress,2025-10-09,2025-10-14,11,,"feedback, design, deployment",5,10,Thursday,1
4674,Fix bug in login module,Hannah,Backend,Medium,In Progress,2025-10-11,2025-10-28,9,,"integration, feedback",17,10,Saturday,1
4675,Integrate payment gateway,Bob,DevOps,High,Pending,2025-09-02,2025-09-09,10,,"api, dashboard, deployment",7,9,Tuesday,1
4676,Collect user feedback,Frank,Backend,High,In Progress,2025-06-25,2025-07-12,1,,frontend,17,6,Wednesday,1
4677,Create dashboard UI,David,Mobile,Low,Completed,2025-05-05,2025-05-19,16,6.0,feedback,14,5,Monday,0
4678,Collect user feedback,Hannah,UI/UX,Low,Pending,2025-09-23,2025-09-25,15,,"backend, api",2,9,Tuesday,1
4679,Setup project database,Frank,UI/UX,High,In Progress,2025-06-29,2025-07-08,14,,"optimization, api",9,6,Sunday,1
4680,Develop notification system,Alice,Backend,High,In Progress,2025-09-14,2025-09-26,4,,"dashboard, frontend, api",12,9,Sunday,1
4681,Fix bug in login module,Frank,Backend,Low,Pending,2025-10-07,2025-10-22,8,,"db, backend",15,10,Tuesday,1
4682,Analyze user activity data,Grace,QA,Medium,Pending,2025-09-17,2025-09-24,16,,design,7,9,Wednesday,1
4683,Improve page load performance,Bob,Data,Medium,Pending,2025-04-23,2025-05-06,14,,"payment, setup, design",13,4,Wednesday,1
4684,Prepare deployment scripts,Eve,Data,Low,In Progress,2025-07-25,2025-08-12,9,,deployment,18,7,Friday,1
4685,Deploy application to staging,Frank,DevOps,Medium,In Progress,2025-09-04,2025-09-15,7,,"design, dashboard",11,9,Thursday,1
4686,Create marketing landing page,Alice,QA,High,Completed,2025-06-06,2025-06-20,2,1.0,frontend,14,6,Friday,0
4687,Prepare deployment scripts,Hannah,Backend,High,Pending,2025-04-27,2025-05-16,15,,"integration, testing, dashboard",19,4,Sunday,1
4688,Fix bug in login module,Alice,Frontend,Low,Completed,2025-09-19,2025-10-06,16,3.0,db,17,9,Friday,0
4689,Create dashboard UI,David,DevOps,Medium,Completed,2025-08-01,2025-08-06,11,1.0,"integration, alert, testing",5,8,Friday,0
4690,Develop notification system,Alice,Backend,Medium,Pending,2025-09-13,2025-10-02,8,,setup,19,9,Saturday,1
4691,Create dashboard UI,Carol,DevOps,High,In Progress,2025-05-13,2025-05-28,15,,integration,15,5,Tuesday,1
4692,Develop notification system,Eve,Mobile,High,Completed,2025-05-21,2025-06-03,7,5.0,"api, testing",13,5,Wednesday,0
4693,Optimize database queries,Grace,Mobile,High,Pending,2025-08-14,2025-08-22,1,,"optimization, dashboard",8,8,Thursday,1
4694,Optimize database queries,Hannah,QA,High,In Progress,2025-10-04,2025-10-16,15,,payment,12,10,Saturday,1
4695,Enhance security for API,Carol,Frontend,High,In Progress,2025-08-14,2025-08-28,3,,"testing, api",14,8,Thursday,1
4696,Write unit tests for backend,Carol,Data,High,In Progress,2025-05-11,2025-05-21,16,,"deployment, frontend",10,5,Sunday,1
4697,Conduct code review,Bob,QA,High,Pending,2025-09-09,2025-09-11,7,,optimization,2,9,Tuesday,1
4698,Enhance security for API,Hannah,Frontend,High,Pending,2025-06-30,2025-07-18,3,,setup,18,6,Monday,1
4699,Improve page load performance,Carol,DevOps,Low,In Progress,2025-07-16,2025-08-03,5,,"feedback, api, db",18,7,Wednesday,1
4700,Analyze user activity data,Frank,UI/UX,Low,In Progress,2025-10-05,2025-10-12,4,,"testing, backend, deployment",7,10,Sunday,1
4701,Optimize database queries,Frank,Data,High,In Progress,2025-09-02,2025-09-09,15,,"backend, db",7,9,Tuesday,1
4702,Optimize database queries,Eve,Backend,Low,Completed,2025-05-12,2025-06-01,10,5.0,deployment,20,5,Monday,0
4703,Write unit tests for backend,Frank,Backend,High,Completed,2025-04-28,2025-05-14,16,5.0,api,16,4,Monday,0
4704,Deploy application to staging,Carol,Backend,High,Pending,2025-05-22,2025-06-05,11,,"alert, db",14,5,Thursday,1
4705,Conduct code review,Eve,Mobile,Medium,Completed,2025-08-13,2025-08-29,6,5.0,"dashboard, optimization, alert",16,8,Wednesday,0
4706,Optimize database queries,Carol,Mobile,Low,In Progress,2025-06-07,2025-06-12,5,,"frontend, design, deployment",5,6,Saturday,1
4707,Implement user authentication API,Bob,Mobile,Medium,Completed,2025-05-12,2025-05-24,10,5.0,alert,12,5,Monday,0
4708,Fix bug in login module,Carol,UI/UX,Medium,Pending,2025-07-14,2025-07-29,16,,"alert, design, setup",15,7,Monday,1
4709,Create marketing landing page,Bob,Data,Medium,In Progress,2025-07-20,2025-08-02,5,,setup,13,7,Sunday,1
4710,Create marketing landing page,Carol,Data,Medium,Pending,2025-07-18,2025-08-05,11,,design,18,7,Friday,1
4711,Enhance security for API,Frank,UI/UX,Low,In Progress,2025-05-22,2025-06-01,11,,optimization,10,5,Thursday,1
4712,Design login page,Alice,Frontend,High,In Progress,2025-05-01,2025-05-12,2,,"integration, api, alert",11,5,Thursday,1
4713,Setup project database,Carol,QA,High,In Progress,2025-09-16,2025-10-05,9,,"optimization, deployment, setup",19,9,Tuesday,1
4714,Deploy application to staging,Bob,Backend,Low,In Progress,2025-07-20,2025-08-02,8,,"dashboard, api, setup",13,7,Sunday,1
4715,Prepare deployment scripts,Eve,Backend,Medium,In Progress,2025-07-04,2025-07-14,10,,testing,10,7,Friday,1
4716,Analyze user activity data,Alice,DevOps,Medium,In Progress,2025-07-13,2025-07-15,16,,"setup, payment, db",2,7,Sunday,1
4717,Create marketing landing page,David,Data,Medium,Pending,2025-08-29,2025-09-12,4,,"db, integration, api",14,8,Friday,1
4718,Setup project database,Carol,Frontend,Medium,Completed,2025-07-30,2025-08-13,16,7.0,integration,14,7,Wednesday,0
4719,Setup project database,Alice,UI/UX,Medium,In Progress,2025-10-08,2025-10-25,12,,"db, dashboard, integration",17,10,Wednesday,1
4720,Improve page load performance,Alice,Frontend,Medium,Completed,2025-09-06,2025-09-18,8,6.0,backend,12,9,Saturday,0
4721,Implement user authentication API,Hannah,Frontend,Medium,In Progress,2025-08-19,2025-08-20,6,,"deployment, payment, frontend",1,8,Tuesday,1
4722,Implement user authentication API,Alice,Frontend,Medium,In Progress,2025-09-10,2025-09-27,16,,"deployment, backend, feedback",17,9,Wednesday,1
4723,Create dashboard UI,Bob,DevOps,Medium,In Progress,2025-05-06,2025-05-19,12,,"deployment, dashboard, payment",13,5,Tuesday,1
4724,Optimize database queries,Frank,Frontend,Medium,In Progress,2025-09-05,2025-09-10,6,,"integration, feedback",5,9,Friday,1
4725,Implement search functionality,Hannah,Mobile,Medium,In Progress,2025-08-29,2025-09-15,4,,backend,17,8,Friday,1
4726,Implement user authentication API,David,UI/UX,Medium,Completed,2025-06-13,2025-06-29,3,3.0,"backend, design",16,6,Friday,0
4727,Implement user authentication API,Grace,Backend,High,Pending,2025-07-16,2025-07-23,12,,payment,7,7,Wednesday,1
4728,Collect user feedback,David,Data,Medium,Completed,2025-10-07,2025-10-28,8,8.0,"setup, api",21,10,Tuesday,0
4729,Design login page,Bob,Backend,Medium,In Progress,2025-05-31,2025-06-13,13,,"dashboard, feedback, api",13,5,Saturday,1
4730,Create dashboard UI,Bob,DevOps,Medium,Pending,2025-09-28,2025-10-08,15,,"backend, api, payment",10,9,Sunday,1
4731,Create marketing landing page,Hannah,QA,Low,Completed,2025-08-03,2025-08-12,6,3.0,"payment, testing, setup",9,8,Sunday,0
4732,Design login page,Grace,Backend,Low,Pending,2025-09-16,2025-10-05,10,,"feedback, deployment",19,9,Tuesday,1
4733,Collect user feedback,Bob,UI/UX,Medium,Pending,2025-05-05,2025-05-06,13,,"design, alert, integration",1,5,Monday,1
4734,Integrate payment gateway,Bob,Frontend,Medium,In Progress,2025-06-07,2025-06-21,13,,integration,14,6,Saturday,1
4735,Create marketing landing page,Hannah,Mobile,Medium,Completed,2025-08-08,2025-08-24,7,2.0,"backend, design",16,8,Friday,0
4736,Design login page,David,Backend,Medium,Completed,2025-05-31,2025-06-19,2,1.0,"db, api",19,5,Saturday,0
4737,Setup project database,Carol,Mobile,Medium,In Progress,2025-06-26,2025-07-09,1,,"alert, frontend",13,6,Thursday,1
4738,Update mobile app UI,Carol,DevOps,Low,In Progress,2025-06-19,2025-06-26,10,,"api, db, payment",7,6,Thursday,1
4739,Write unit tests for backend,Alice,Data,Medium,Completed,2025-08-13,2025-08-24,6,3.0,frontend,11,8,Wednesday,0
4740,Implement user authentication API,Carol,Backend,High,In Progress,2025-06-05,2025-06-06,1,,"api, setup",1,6,Thursday,1
4741,Setup CI/CD pipeline,Hannah,QA,Medium,Completed,2025-04-18,2025-05-06,11,4.0,"deployment, setup",18,4,Friday,0
4742,Setup CI/CD pipeline,Bob,Mobile,Medium,Pending,2025-08-16,2025-09-04,15,,"alert, frontend, db",19,8,Saturday,1
4743,Optimize database queries,Hannah,Mobile,Medium,In Progress,2025-09-28,2025-10-18,13,,"integration, backend",20,9,Sunday,1
4744,Fix bug in login module,Grace,DevOps,High,In Progress,2025-09-10,2025-09-11,8,,"setup, alert, deployment",1,9,Wednesday,1
4745,Analyze user activity data,Carol,Backend,Medium,In Progress,2025-05-04,2025-05-10,4,,"setup, frontend",6,5,Sunday,1
4746,Deploy application to staging,David,QA,High,In Progress,2025-07-26,2025-07-30,4,,"deployment, frontend, dashboard",4,7,Saturday,1
4747,Update mobile app UI,Bob,Backend,Medium,Pending,2025-07-12,2025-08-01,3,,setup,20,7,Saturday,1
4748,Setup CI/CD pipeline,Carol,Mobile,Medium,Completed,2025-08-03,2025-08-19,16,14.0,"dashboard, testing",16,8,Sunday,0
4749,Update mobile app UI,Grace,QA,High,In Progress,2025-07-14,2025-07-25,7,,"dashboard, testing",11,7,Monday,1
4750,Setup project database,David,Mobile,Low,Completed,2025-04-17,2025-04-18,12,7.0,"deployment, optimization, integration",1,4,Thursday,0
4751,Implement search functionality,David,Data,Low,Pending,2025-08-19,2025-09-06,10,,payment,18,8,Tuesday,1
4752,Develop notification system,Eve,UI/UX,Medium,In Progress,2025-07-17,2025-07-22,13,,api,5,7,Thursday,1
4753,Create dashboard UI,Hannah,Mobile,High,Completed,2025-08-11,2025-09-01,2,2.0,alert,21,8,Monday,0
4754,Fix bug in login module,David,UI/UX,Medium,In Progress,2025-09-14,2025-09-29,1,,"api, dashboard, integration",15,9,Sunday,1
4755,Optimize database queries,Grace,Frontend,Low,Pending,2025-10-02,2025-10-15,5,,"alert, deployment",13,10,Thursday,1
4756,Collect user feedback,Hannah,Frontend,Low,Pending,2025-09-20,2025-10-02,15,,"feedback, setup",12,9,Saturday,1
4757,Create dashboard UI,Frank,Backend,High,In Progress,2025-06-02,2025-06-16,11,,"payment, frontend, deployment",14,6,Monday,1
4758,Fix bug in login module,Frank,Backend,Medium,Pending,2025-08-03,2025-08-21,12,,"backend, deployment, alert",18,8,Sunday,1
4759,Integrate payment gateway,Alice,Data,High,Pending,2025-10-14,2025-10-25,6,,"setup, deployment, api",11,10,Tuesday,1
4760,Improve page load performance,Frank,DevOps,Medium,Pending,2025-06-25,2025-07-13,12,,"db, testing, deployment",18,6,Wednesday,1
4761,Analyze user activity data,Carol,DevOps,Low,In Progress,2025-04-26,2025-05-11,6,,"alert, optimization, db",15,4,Saturday,1
4762,Setup CI/CD pipeline,Hannah,Data,Medium,Completed,2025-06-26,2025-07-03,13,2.0,"alert, optimization, testing",7,6,Thursday,0
4763,Collect user feedback,David,Mobile,Medium,In Progress,2025-07-23,2025-08-12,2,,"frontend, db",20,7,Wednesday,1
4764,Improve page load performance,Frank,Data,Medium,Completed,2025-05-15,2025-05-21,10,10.0,dashboard,6,5,Thursday,0
4765,Create dashboard UI,David,Frontend,Medium,In Progress,2025-06-20,2025-06-26,5,,"design, api",6,6,Friday,1
4766,Improve page load performance,Frank,Data,Medium,In Progress,2025-05-15,2025-06-03,2,,"dashboard, alert, integration",19,5,Thursday,1
4767,Implement user authentication API,Grace,DevOps,Medium,In Progress,2025-06-02,2025-06-06,14,,"testing, integration, design",4,6,Monday,1
4768,Prepare deployment scripts,Grace,Frontend,Low,In Progress,2025-05-02,2025-05-16,10,,"testing, design",14,5,Friday,1
4769,Develop notification system,Frank,DevOps,Low,Completed,2025-06-02,2025-06-13,3,3.0,"deployment, setup",11,6,Monday,0
4770,Setup project database,Grace,DevOps,Medium,Pending,2025-10-01,2025-10-15,2,,testing,14,10,Wednesday,1
4771,Update mobile app UI,Hannah,QA,High,Pending,2025-04-16,2025-04-24,5,,"feedback, optimization, frontend",8,4,Wednesday,1
4772,Enhance security for API,Alice,Frontend,High,Pending,2025-05-31,2025-06-07,4,,"testing, optimization, integration",7,5,Saturday,1
4773,Analyze user activity data,David,UI/UX,High,In Progress,2025-07-09,2025-07-11,4,,dashboard,2,7,Wednesday,1
4774,Write unit tests for backend,David,UI/UX,High,Completed,2025-08-13,2025-09-03,3,2.0,"payment, feedback, testing",21,8,Wednesday,0
4775,Update mobile app UI,Frank,QA,High,Completed,2025-05-13,2025-05-31,15,13.0,deployment,18,5,Tuesday,0
4776,Fix bug in login module,Eve,DevOps,High,In Progress,2025-08-07,2025-08-28,7,,frontend,21,8,Thursday,1
4777,Integrate payment gateway,Eve,Backend,Medium,In Progress,2025-05-13,2025-05-22,10,,"alert, frontend",9,5,Tuesday,1
4778,Write unit tests for backend,Hannah,UI/UX,Medium,Pending,2025-09-29,2025-10-02,16,,"design, deployment, feedback",3,9,Monday,1
4779,Fix bug in login module,David,Frontend,High,Pending,2025-09-03,2025-09-05,2,,dashboard,2,9,Wednesday,1
4780,Improve page load performance,Frank,DevOps,Low,Completed,2025-07-19,2025-07-24,13,5.0,"frontend, db",5,7,Saturday,0
4781,Implement search functionality,Grace,QA,Medium,Pending,2025-08-12,2025-09-01,5,,"payment, design",20,8,Tuesday,1
4782,Improve page load performance,Eve,UI/UX,Medium,In Progress,2025-08-02,2025-08-19,11,,testing,17,8,Saturday,1
4783,Setup CI/CD pipeline,Grace,Data,High,In Progress,2025-05-28,2025-05-31,7,,"db, design",3,5,Wednesday,1
4784,Develop notification system,Bob,Backend,Medium,In Progress,2025-09-20,2025-09-29,6,,"frontend, payment, optimization",9,9,Saturday,1
4785,Improve page load performance,Frank,Frontend,Medium,In Progress,2025-08-09,2025-08-29,15,,frontend,20,8,Saturday,1
4786,Conduct code review,Bob,QA,Medium,Completed,2025-09-24,2025-09-27,2,1.0,"design, api",3,9,Wednesday,0
4787,Improve page load performance,Frank,Mobile,Medium,Pending,2025-05-03,2025-05-21,8,,db,18,5,Saturday,1
4788,Create dashboard UI,Carol,QA,Medium,In Progress,2025-09-16,2025-09-20,4,,frontend,4,9,Tuesday,1
4789,Prepare deployment scripts,Grace,QA,Low,Completed,2025-08-31,2025-09-02,9,8.0,optimization,2,8,Sunday,0
4790,Fix bug in login module,Bob,QA,Medium,Pending,2025-09-20,2025-09-28,13,,"db, frontend, testing",8,9,Saturday,1
4791,Create marketing landing page,Carol,Data,Low,Completed,2025-08-13,2025-08-25,13,4.0,"db, integration",12,8,Wednesday,0
4792,Design login page,Frank,Frontend,High,Completed,2025-05-11,2025-05-15,16,14.0,feedback,4,5,Sunday,0
4793,Create dashboard UI,Bob,QA,Medium,Pending,2025-10-09,2025-10-10,14,,setup,1,10,Thursday,1
4794,Create marketing landing page,Eve,Frontend,Medium,In Progress,2025-07-13,2025-08-02,11,,setup,20,7,Sunday,1
4795,Develop notification system,Grace,QA,High,Completed,2025-07-01,2025-07-19,16,13.0,"backend, frontend",18,7,Tuesday,0
4796,Prepare deployment scripts,Hannah,Mobile,Medium,Completed,2025-06-12,2025-06-14,15,2.0,"payment, api, backend",2,6,Thursday,0
4797,Write unit tests for backend,Carol,DevOps,Low,In Progress,2025-05-05,2025-05-19,11,,"dashboard, alert, feedback",14,5,Monday,1
4798,Implement user authentication API,Frank,DevOps,Low,Pending,2025-08-05,2025-08-17,7,,integration,12,8,Tuesday,1
4799,Write unit tests for backend,Frank,DevOps,High,In Progress,2025-06-23,2025-07-09,15,,testing,16,6,Monday,1
4800,Setup CI/CD pipeline,Grace,Data,High,In Progress,2025-08-18,2025-08-27,12,,"backend, db",9,8,Monday,1
4801,Fix bug in login module,Bob,UI/UX,High,Completed,2025-04-28,2025-04-30,3,1.0,"testing, deployment, feedback",2,4,Monday,0
4802,Develop notification system,David,DevOps,Medium,Completed,2025-04-15,2025-04-27,4,4.0,"backend, testing, dashboard",12,4,Tuesday,0
4803,Update mobile app UI,Alice,Data,High,In Progress,2025-09-25,2025-10-08,8,,"db, alert",13,9,Thursday,1
4804,Design login page,Hannah,QA,Medium,Completed,2025-06-14,2025-06-26,15,14.0,feedback,12,6,Saturday,0
4805,Prepare deployment scripts,David,UI/UX,High,Pending,2025-05-14,2025-05-23,13,,feedback,9,5,Wednesday,1
4806,Create marketing landing page,Frank,DevOps,Medium,Pending,2025-07-13,2025-07-20,15,,"feedback, frontend, optimization",7,7,Sunday,1
4807,Analyze user activity data,Bob,Frontend,High,Completed,2025-07-24,2025-08-04,6,6.0,backend,11,7,Thursday,0
4808,Deploy application to staging,Bob,UI/UX,Medium,In Progress,2025-07-22,2025-07-27,9,,"integration, dashboard, db",5,7,Tuesday,1
4809,Fix bug in login module,Grace,Frontend,Medium,In Progress,2025-05-09,2025-05-21,14,,"db, setup, optimization",12,5,Friday,1
4810,Optimize database queries,Grace,UI/UX,Medium,Pending,2025-09-12,2025-09-13,3,,"backend, api, deployment",1,9,Friday,1
4811,Collect user feedback,David,QA,Medium,Pending,2025-06-27,2025-07-03,2,,"alert, db, backend",6,6,Friday,1
4812,Setup project database,Hannah,Frontend,Medium,Pending,2025-08-24,2025-08-27,15,,"backend, payment",3,8,Sunday,1
4813,Write unit tests for backend,Carol,DevOps,Low,Pending,2025-05-25,2025-06-01,5,,"design, db, feedback",7,5,Sunday,1
4814,Enhance security for API,Eve,Mobile,High,Completed,2025-05-23,2025-06-06,6,3.0,"alert, api",14,5,Friday,0
4815,Implement user authentication API,Frank,DevOps,High,Pending,2025-06-03,2025-06-07,14,,"optimization, backend, design",4,6,Tuesday,1
4816,Collect user feedback,Eve,Mobile,Medium,Pending,2025-05-14,2025-05-16,6,,frontend,2,5,Wednesday,1
4817,Implement search functionality,Carol,QA,Medium,Pending,2025-09-28,2025-10-12,15,,feedback,14,9,Sunday,1
4818,Write unit tests for backend,David,QA,Medium,Pending,2025-06-03,2025-06-18,7,,"payment, testing, feedback",15,6,Tuesday,1
4819,Prepare deployment scripts,Hannah,Frontend,Medium,In Progress,2025-06-10,2025-06-26,2,,"optimization, backend, frontend",16,6,Tuesday,1
4820,Setup project database,Carol,DevOps,Low,Completed,2025-09-17,2025-09-27,7,3.0,"design, optimization, setup",10,9,Wednesday,0
4821,Write unit tests for backend,Bob,Backend,High,Completed,2025-09-27,2025-10-10,1,1.0,"api, design",13,9,Saturday,0
4822,Develop notification system,Eve,Backend,Low,In Progress,2025-08-23,2025-09-09,8,,optimization,17,8,Saturday,1
4823,Setup project database,Carol,Backend,Medium,In Progress,2025-06-07,2025-06-09,5,,"setup, feedback",2,6,Saturday,1
4824,Conduct code review,Grace,Data,Low,Pending,2025-09-25,2025-10-12,5,,payment,17,9,Thursday,1
4825,Setup CI/CD pipeline,Alice,Mobile,Medium,Pending,2025-05-17,2025-05-27,6,,"deployment, frontend, setup",10,5,Saturday,1
4826,Collect user feedback,Hannah,Data,Medium,Completed,2025-09-07,2025-09-12,7,3.0,integration,5,9,Sunday,0
4827,Conduct code review,Frank,Backend,Medium,In Progress,2025-07-30,2025-08-09,3,,dashboard,10,7,Wednesday,1
4828,Setup project database,David,Mobile,Medium,In Progress,2025-08-21,2025-09-04,8,,"frontend, api",14,8,Thursday,1
4829,Improve page load performance,Grace,Mobile,High,In Progress,2025-07-11,2025-07-31,5,,payment,20,7,Friday,1
4830,Conduct code review,Grace,UI/UX,Medium,In Progress,2025-10-11,2025-10-20,13,,"frontend, setup, api",9,10,Saturday,1
